trip_id,trip_name,segment_id,osm_segment_id,length_meters,road_type,lanes,lanes_source,tunnel,max_speed,speed_source,traffic_light,coords,node_degree,betweenness,closeness,rarity_score
26,Korfez - Dilovasi,26019,7262768839-2035352446,61.30598458922192,trunk_link,1,varsayilan,0,65,yumusatilmis,0,"LINESTRING (29.5281881 40.7912109, 29.5284047 40.7915357, 29.5285266 40.7916989)",3,0.007717757722448418,2.957665263446749e-05,3.600094338599232
26,Korfez - Dilovasi,26020,2035352446-2035352352,314.8653257813954,trunk_link,1,varsayilan,0,60,varsayilan,0,"LINESTRING (29.5285266 40.7916989, 29.5286065 40.7917668, 29.5287186 40.7918265, 29.5288194 40.7918403, 29.5289083 40.7918313, 29.5290163 40.7918094, 29.5291037 40.7917817, 29.5291818 40.7917183, 29.5292576 40.7916321, 29.5292952 40.7914808, 29.5292916 40.7912686, 29.5292919 40.791005, 29.5292851 40.7908155, 29.5292944 40.7907072, 29.5293595 40.7905621, 29.5294264 40.7904551, 29.5295349 40.7903425, 29.5297132 40.7902341, 29.5303603 40.7898335)",3,0.0054372755725552325,2.9293877081715553e-05,2.5745839438757656
26,Korfez - Dilovasi,26021,2035352352-7262768760,78.83515378467595,trunk_link,1,varsayilan,0,60,varsayilan,0,"LINESTRING (29.5303603 40.7898335, 29.5305313 40.7897239, 29.5306386 40.7896812, 29.5308022 40.789667, 29.5309068 40.7896629, 29.5309766 40.7896507, 29.5310383 40.7896284, 29.5310892 40.7895979, 29.5311266 40.7895141)",3,0.008945469100824938,2.9257064927101863e-05,2.4479018300000766
26,Korfez - Dilovasi,26022,7262768760-7262768766,6.360122923618554,secondary_link,1,varsayilan,0,45,yumusatilmis,0,"LINESTRING (29.5311266 40.7895141, 29.5311432 40.7894583)",3,0.008946094526896448,2.9251445957026107e-05,4.152465319113973
26,Korfez - Dilovasi,26023,7262768766-7262768775,12.717726302663024,secondary_link,1,varsayilan,0,40,varsayilan,0,"LINESTRING (29.5311432 40.7894583, 29.5311827 40.7894096, 29.5312408 40.789373)",3,0.003281431904056067,2.924018318457796e-05,1.6051222484407817
26,Korfez - Dilovasi,26024,7262768775-2247097148,56.0054430681663,secondary_link,1,varsayilan,0,40,varsayilan,0,"LINESTRING (29.5312408 40.789373, 29.5313521 40.7893015, 29.531454 40.7891512, 29.5315452 40.7890578, 29.531662 40.7889957)",4,0.0045349644445278345,2.9193762382814488e-05,1.0966661269384514
26,Korfez - Dilovasi,26025,2247097148-2371243561,165.0691429041972,secondary,1,varsayilan,0,55,yumusatilmis,1,"LINESTRING (29.531662 40.7889957, 29.5323656 40.7885362, 29.5330896 40.7879799)",4,0.0039789606669543625,2.9053506773506197e-05,0.9718322138995148
26,Korfez - Dilovasi,26026,2371243561-2371243431,55.514327848128396,secondary_link,1,varsayilan,0,55,yumusatilmis,0,"LINESTRING (29.5330896 40.7879799, 29.5333117 40.7877653, 29.5335044 40.7875919)",3,0.0016028776747016049,2.900693888506086e-05,0.8469179443024589
26,Korfez - Dilovasi,26027,2371243431-2371243413,27.17634956314587,secondary_link,1,varsayilan,0,40,varsayilan,0,"LINESTRING (29.5335044 40.7875919, 29.5338004 40.7876894)",6,0.0031571508089886235,2.898444747304214e-05,0.8505741676969047
26,Korfez - Dilovasi,26028,2371243413-2371243985,565.2966123049764,secondary,1,varsayilan,0,65,yumusatilmis,1,"LINESTRING (29.5338004 40.7876894, 29.5340224 40.7877523, 29.5340843 40.7877996, 29.5341207 40.7878673, 29.5342152 40.7885608, 29.5347664 40.7885663, 29.5354402 40.7884708, 29.5357112 40.7884903, 29.5359319 40.7883998, 29.5361723 40.788382, 29.536217 40.7885054, 29.536411 40.7887104, 29.5366569 40.7887673, 29.5367989 40.7887841, 29.5369766 40.7888064, 29.5371736 40.7888312, 29.5382209 40.7893406, 29.5385315 40.7894745, 29.5389992 40.789574)",6,0.0021339537559962726,2.8843053042273686e-05,0.5991786756194587
